text,label
"Systeemitiimi 's sales and project resources will also be strengthened , director Paul Skogberg said .",2
"In January-September 2007 , Finnlines ' net sales rose to EUR 505.4 mn from EUR 473.5 mn in the corresponding period in 2006 .",2
"Tesla Motors recalls 2,700 Model X SUVs $TSLA https://t.co/xDGrAExkKz",0
Teleste and Sentry 360 have formed an integration partnership between Sentry s advanced 360-degree immersive camera product line and Teleste s enterprise video management systems .,2
"Under Finnish law , Parliament grants licences to build nuclear power plants .",1
"The copying , republication or redistribution of AFX News Content , inculding by framing or similar means , is expressly prohibited without the prior written consent of AFX News .",1
"SSH Communications Security Corporation is headquartered in Helsinki , Finland .",1
The order is a follow-on to an 11 mln euro ( $ 16.1 mln ) deal made in July 2007 .,1
Kesko has previously published a stock exchange release concerning the deal on 7 February 2007 .,1
Operating profit fell to EUR 23.26 mn from EUR 32.86 mn .,0
Combined net sales in 2006 were $ 27 million and EBITDA was $ 13.7 million .,1
The deal is in line with Etteplan 's strategy to operate as a partner of global customers and provide industrial technology design services .,1
"Seventy-three of those also have more extensive training in products built on the latest ArchestrA technologies , such as the Wonderware System Platform .",1
"Antti Orkola , president of Kemira GrowHow 's Industrial Solutions unit , told Thomson Financial News the company has put off opening the mine as prices of phosphate have been ` quite depressed for a long time ' . '",0
"$QCOM The indicator RSI is over 50, which stands at 56.1, an upward movement is expected. https://t.co/yfa9jcUsQa",2
Diluted EPS rose to EUR3 .68 from EUR0 .50 .,2
"The workforce will be reduced also in the Amsterdam office , in the Netherlands .",1
Finlan 's listed food industry company HKScan Group controlled companies in the Baltics improved revenues by EUR 3.5 mn to EUR 160.4 mn in 2010 from EUR 156.9 mn in the year before .,2
"HELSINKI Thomson Financial - Shares closed little changed , with Cargotec and Huhtamaki dropping sharply on disappointing second-quarter reports .",1
Earnings per share ( EPS ) amounted to a loss of EUR0 .05 .,1
"The reason for this is St. Petersburg status as a capital , one of the participants in the meeting quoted Chikunov as saying .",1
AstraZeneca Explores Potential Deal With Acerta for Cancer Drug,2
"In the third quarter , net sales increased by 12 % year-on-year to EUR159 .5 m , or by 6 % at comparable currency rates growth .",2
Finnish Vacon has signed significant deals with Norwegian Scandinavian Electric Systems ( SES ) on the supply of AC drives .,2
"The company designs , manufactures and markets high-quality clothing , interior decoration textiles , bags and other accessories .",1
The organization that is a member of the Russian auto sector union MPRA has become active since Tikkurila acquired Russian paint company Kraski Teks in 2006 .,1
"The study was not designed to enable formal statistical evaluation of therapeutic activity , the company said .",1
"PA ) , JPMorgan Chase and Co ( NYSE : JPM ) and Pohjoa Bank are joint lead-managers on the senior , unsecured deal .",1
CompaniesTesco off to a bad start over Xmas Ã¢â¬â Kantar,0
"Following the increase , Huhtamaki Oyj 's registered share capital is EUR 358,706,290.00 and the number of shares outstanding is 105,501,850 .",1
Operating profit excluding non-recurring items increased by 27 % to EUR 81.9 mn from EUR 64.4 mn in the corresponding period in 2008 .,2
With this acquisition Panostaja Oyj further expands its business area specialising in digital printing .,2
$ACOM http://stks.co/1G6x Downside breakout looks to be coming soon.,0
30 November 2009 - Finnish office furniture maker Martela Oyj HEL : MARAS said today that it will make redundant three people and other nine will be laid off permanently from the company 's office staff and factory workers .,0
"Tesco, Asda sales fall as march of the discounters continues-Kantar",0
$XLI Potential intermediate top in an Uptrend on a 60'-15'-4' charts http://stks.co/j1TdF,2
The company said it observed a current stabilisation in prices and there is potential for higher prices for deliveries in the first quarter of 2011 .,2
The stock was hit by the profit warning of Finnish rival Rautaruukki Oyj ( OMX : RTRKS ) .,0
"The business has sales of about ( Euro ) 35 million ( $ 44million ) , and has been responsible for sales and marketing of Lanxess 's paper chemicals business , which Kemira bought for ( Euro ) 88 million early this year ( CW , Jan. 11 , p. 22 ) .",1
The Finnish company previously said its operating result will be lower than the break-even posted a year earlier .,0
"Finland 's Technopolis is planning to bring the first section of a technopark on stream in St. Petersburg at the end of 2008 , Kari Mikkonen , vice president of Technopolis , told reporters in Helsinki .",1
CompaniesActelion shares hit record on Shire takeover talk,2
The company negotiated an amendment to the financial covenants of the present credit agreements in regard to the situation on 30 September 2010 .,1
"The segment has an annual revenue of approximately EUR400m , the company said .",1
"The share sale , to foreign and Finnish investors , is expected to raise some euro300 million ( US$ 380 million ) .",1
"YIT CORPORATION SEPT. 24 , 2007 at 13:30 CORPORATE RELEASE STOCK EXCHANGE RELEASE YIT 'S CAPITAL MARKETS DAY IN LONDON , SEPT. 26 , 2007 On Wednesday , September 26 , 2007 , YIT will hold a Capital Markets Day for investors and analysts in London .",1
The purpose of this action is to ensure company 's cost effectiveness this year and in the near future .,2
"Our solutions are fully Arabized , and our message is that we want to become the IT partner of choice for businesses in the Near-East region .",1
"Russia 's top container shipping group , Fesco , and Finnish logistics company Nurminen Logistics have started a pilot project offering clients direct intermodal transportation service from Finland to Asia Pacific countries , Fesco said in a statement .",2
"$TSLA looking good..i'd love to see a basing action here, letting the RSI take a breather. http://stks.co/g1T7c",2
"To our members and partners , the use of IT will mostly be apparent in the increased efficiency of the results service , '' observes Perttu Puro from Tradeka .",2
Finnish Raute Precision has won large glass batch plant and mortar plant orders from Mexico and the US .,2
"Whitbread Profit Up As Sales Continue To Rise, Looking For New CEO",2
Deliveries by Outotec will take place over 30 months .,1
Ruukki announced that it has signed an agreement with Aker Solutions of Norway to supply 24 suction anchors in September 2010 from its Kalajoki unit in Finland .,2
"Homebuilders - $RYL breaking below support, watch this one.  $SPY",0
"BP, Statoil, to Withdraw Staff From Algeria Following Rocket Attack",0
Finnish fibre-based materials maker Ahlstrom Corp ( HEL : AHL1V ) said today it decided to close down its spunlace composite production line number 23 at Chirnside plant in the UK by the end of March 2011 .,1
UK's FTSE has worst day so far in 2015 as BG and Prudential fall,0
"The company also appointed Leif Rosen head of the Special Plate unit which includes the quarto plate units in Degerfors , Sweden , and New Castle , USA , the unit in Willich , Germany , as well as Pressplate and Prefab in Avesta and Plate Service Centre Nordic in Degerfors .",1
The loss for the third quarter of 2007 was EUR 0.3 mn smaller than the loss of the second quarter of 2007 .,2
GyPSii service supports ten different languages including Korean and Russian .,1
"The Baltimore Police and Fire Pension , which has about $ 1.5 billion , lost about $ 3.5 million in Madoff Ponzi scheme .",0
$HZNP havent seen vol like this since the runup. lets see one more dip to 2.0x,0
$AEGN MACD and ADX are crossing over the signal lines! Long Setup http://stks.co/qzzx,2
"Upside moves in the volatile #mining sector, sending Anglo American PLC $AAL up 6.8% as of 4:30 PM, London time",2
"Profit for the period was EUR 5.9 mn , up from EUR 1.3 mn .",2
The measures taken will cause one-time costs during the final part of 2006 .,1
"The company generates net sales of about 600 mln euro $ 775.5 mln annually and employs 6,000 .",1
The production is to be liquidated before June 2009 and 325 employees loose their jobs .,0
$CYTX looks like an ascending channel on Finfiz http://stks.co/f26r4,2
The order was valued at over EUR15m .,1
"Votorantim Celulose e Papel ( VCP ) is part of the Votorantim Group , a major Brazilian conglomerate .",1
AffectoGenimap builds highly customised IT solutions for its customers in Finland and the Baltic countries .,1
Russia 's Video International Group holds a controlling stake in Russian Media Ventures .,1
Demand was brisk as expected and order levels have remained high .,2
Its market share is 6 percent according to AC Nielsen 's 2008 data .,1
in Q1 2010 18 May 2010 - Finnish electrical components maker Salcomp Oy ( HEL : SAL1V ) said today it turned to a net profit of EUR1 .6 m in the first quarter of 2010 versus a loss of EUR2m in the corresponding period last year .,2
Shire Sees Baxalta Deal Closing as Expected After New Rules,2
The joint venture is planning a quick timetable for negotiating the lease of the potential wind farm areas and for charting the feasibility of the wind farms .,1
"@Binkster69 Not that. it's just ER's lol. But looking at the correlation of $ARIA and foreign price charts, they are all poised to breakout.",2
"The donations are granted to Aalto University and the universities of Helsinki , Tampere , Turku , Eastern Finland , Jyv+Ã±skyl+Ã± , Oulu and Vaasa , and to polytechnics to be announced later .",1
"The employer-employee talks concerned about 500 people , that is , the whole staff in Finland .",1
"Copper , lead and nickel also dropped ... HBOS ( HBOS ) plummeted 20 % to 70.3 pence after saying this year+Ã³ ??",0
"Publishing Sweden 's operating loss was EUR 1.1 mn in Q1 of 2009 , compared to a profit of EUR 0.6 mn a year ago .",0
"Following this increase Huhtamaki 's registered share capital is EUR360 .62 m and the number of shares outstanding is 106,063,320 .",1
"The shopping center to be opened in St. Petersburg , Russia in November 2010 will turn the cash flow of Finnish department store chain Stockmann 's Russian operations positive for the first time in 2011 .",2
26 November 2010 - Finnish sports-equipment maker Amer Sports Oyj ( HEL : AMEAS ) said today it has obtained a EUR30m Schuldschein note loan from a pool of international investors .,1
Ms Laakso will be responsible for HKScan 's HR functions and for their development in all of the Group ` smarket areas .,1
`` This could be us .,1
The deliveries are scheduled for the summer and autumn of 2008 .,1
"RAPALA TOURNAMENT FISHING : With all the major titles already out for the holidays , bargain-priced games such as Rapala aim for a smaller audience .",1
"INTERNET BUSINESS NEWS - -Â® 1995-2006 M2 COMMUNICATIONS LTD As part of a drive to protect users of its Internet banking service , Barclays Bank has announced that it is to recommend F-Secure Internet Security to its customers .",1
Spain's CaixaBank Expects To Close Deal For Banco BPI,2
"However , its market share shrank to 47.59 per cent from 48 per cent a year earlier .",1
$WX Decent pull back . .,0
$tsla X recall not a big deal... the problem is now they will have an excuse to guide way way lower...,1
"` Sanoma is a buyer not a target , ' he said .",1
"The wireless industry is bracing itself for the iPhone , which will launch on June 29 .",1
"In total , more than 3000 surveillance cameras will be handled and managed according to a variety of needs , the company said .",1
"HELSINKI Thomson Financial - Shares in Cargotec fell sharply in early afternoon trade after the cargo handling group posted a surprise drop in April-June profits , which overshadowed the large number of new orders received during the three months .",1
"OUTOTEC OYJ PRESS RELEASE , FEBRUARY 19 , 2008 AT 11.00 AM Outotec has won two large minerals processing technology orders from Mirabela Mineracao do Brasil Ltda , Brazil and from Cumerio Med JSCo , Bulgaria .",2
"The OMX Helsinki 25 ended 0.47 pct lower at 3,150.55 and the OMX Helsinki was down 0.21 pct at 10,736.42 on 1.523 bln eur turnover .",1
The issue came up in connection with discussion with local municipalities concerning the sale of water to industrial facilities .,1
"MegaFon 's subscriber base increased 16.1 % in 2009 to 50.5 million users as of December 31 , while its market share by the number of customers amounted to 24 % as of late 2009 , up from 23 % as of late 2008 , according to TeliaSonera estimates .",2
"L&T is operative in Finland , Sweden , Latvia , Russia and Norway .",1
"`` We cut our frequency to New York last year , which explains the fall , '' he said .",1
This is the first time Finnair has been awarded an agreement with the UK government .,2
"The major breweries increased their domestic beer sales by 4.5 per cent last year , to 256.88 million litres from 245.92 million litres in 2004 .",2
"Following its strategy , Tikkurila has established a fully-owned sales company TOO Tikkurila in Almaty , Kazakhstan , for marketing decorative paints under the Finnish Tikkurila brand and the Russian Teks brand .",1
"German Commerzbank AG 's Hamburg Branch and US JP Morgan ( NYSE : JPM ) participated as arrangers , and Dutch ING ( AMS : INGA ) as co-arranger .",1
"Iso Omena is based in the Matinkyla district of the southern part of the city of Espoo , southern Finland .",1
The order also includes start-up and commissioning services .,1
"Nokia Multimedia 's net sales totaled EUR 5.7 bn , up 45 % from the corresponding period in 2005 .",2
"Both operating profit and net sales for the 12-month period increased , respectively from EUR4 .7 m and EUR26 .7 m , as compared to 2004 .",2
Finnish automation solutions developer Cencorp Corporation ( OMX Helsinki : CNC1V ) reported on Thursday ( 6 November ) an operating loss of EUR1 .3 m on net sales of EUR11 .9 m for the period January to September 2008 .,1
I'm no professional ANAL-yst but I DO put my $ where my mouth is. $AAPL will do $575 b4 yr.endÃ¢â¬âThat's another hun from here.Long LEAPS =^.^=,2
Out of shorts $ALTR at 38.85 with loss,2
"Operating result showed a loss of EUR 2.9 mn , while a year before , it showed a profit of EUR 0.6 mn .",1
Scanfil issued a profit warning on 10 April 2006 .,0
"BasWare is headquartered in Espoo , Finland .",1
$WYNN big bounce,2
"Therefore , the company 's 2005 result will remain weaker than that of 2004 .",1
EBIT margin was up from 1.4 % to 5.1 % .,2
Operating profit increased to EUR 14.0 mn from EUR 4.9 mn in the corresponding period in 2005 .,2
Group net sales in the third quarter of 2007 totaled EUR 142.3 mn and operating profit EUR 4.3 mn .,1
Reported operating margin was a negative 5.9 % .,0
"Our key geographical markets are Europe , Russian Federation , Middle-East , South-Africa and Japan .",1
He said he has been losing five families a month to the economy as many make alternative arrangements to save money .,1
"Insurer Axa ( PAR : CS ) slid by 5.35 % to EUR 14.15 , after Citigroup and ING slashed their targets on the stock .",0
Royal Mail share price rallies amid positive broker comments,2
"UPDATE 1-BHP Billiton's credit ratings fragile in FY16, agencies warn",0
Pharmaceutical market in Belgium Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Belgium .,1
"Rinkuskiai raised the sales by 18.1 percent , to 1.37 million liters , while the sales of Kauno Alus grew by 14.3 percent , to 960,000 liters .",2
`` Our design team has long admired Marimekko 's vivid patterns and colors .,2
"FTSE 100 drops 2.5 pct on Glencore, metals price fears",0
"In addition to software development , the new design unit will provide for mechanical engineering and electronics design .",1
"@IfHeDiesHeDies: @Bullhorn334: $ZNGA shorts are getting nervous""""",2
Vacon recently announced plans to build its North American headquarters at 5 Business Park in Chambersburg .,1
"The one dark spot on the horizon , however , was the company 's performance in the Finnish bottled water market .",1
Rolls-Royce to Ensure Compliance After Petrobras Bribery Report,1
About Dopplr Dopplr is a service for smart travellers .,1
Insurer Old Mutual picks Standard Bank's Hemphill as new CEO,1
Activities range from the development of natural resources to the retailed marketing of finished products .,1
The sale will lead to a pretax capital gain of EUR 22 million for the Finnish company in 2011 .,2
"From 2003 on , the emphasis of Kyro 's strategy has been on Glaston 's growth .",1
Finnish glass technology company Glaston Oyj Abp net profit decreased to 2.6 mln euro ( $ 3.8 mln ) for the first nine months of 2007 from 7.8 mln euro ( $ 11.4 mln ) for the same period of 2006 .,1
"Under the agreement , Larox will transfer 10 employees within engineering and documentation related to delivery projects and product maintenance in Finland to Etteplan as of January 1 , 2007 .",1
You will hear the latest insights and updates on Citycon 's strategy as well as the latest news from all the business units .,1
"Uncertainties still exist , however .",1
"In the third quarter of fiscal 2008 Efore swung to a net loss of EUR 400,000 versus a net profit of EUR 200,000 for the corresponding period of fiscal 2007 .",0
"Philip Morris, BAT Sue Over Law Taking Branding Off Packs",0
Operating profit totaled EUR 17.7 mn compared to EUR 17.6 mn in the corresponding period in 2007 .,2
Rimi supermarket is the key customer in Magistral center .,1
"Compared with the FTSE 100 index , which rose 94.9 points ( or 1.6 % ) on the day , this was a relative price change of -0.4 % .",1
"According to Honka Japan 's Managing Director Marko Saarelainen , Honkarakenne exports about 200 ready made log houses to Japan a year .",1
"In this way , the industry 's starting point has been the consumers ' needs .",1
No other ev3 devices were involved in this action .,1
Net interest income increased by 4.5 % to EUR 31.4 mn from EUR 30.0 mn in 2004 .,2
Earnings per share ( EPS ) amounted to a loss of to EUR0 .06 .,1
$XLB the weakest sector this year and possible false breakout  http://stks.co/dL1Z,0
The Remote Radio head module will be available at 4W power for 2.5 GHz and 3.5 GHz TDD frequency bands .,1
"Baird likes $TSLA - upgrades to outperform, lifts price target to $300. Research firm also sees no capital raise necessary in next few qtrs",2
Hard to find new buyers of $TSLA at 250.  Shorts continue to pile in.,0
In 2007 Etteplan reported a turnover of EUR125 .2 m.,1
I am not optimistic about $amzn both fundementals and charts look like poopoo this quarter.,0
Infection worries prompt regulatory reviews of Gilead leukaemia drug $GILD https://t.co/H9vqXpZ15G via @YahooFinance,0
"The group posted net sales of 35.3 mln euro $ 46.5 mln and an operating profit of 760,000 euro $ 1.0 mln in 2005 .",1
"The acquisition is part of Suomen Helasto 's strategy to expand the LukkoExpert Security chain , Suomen Helasto CEO Kimmo Uusimaki said .",1
"Cargotec 's brands , Hiab , Kalmar and MacGREGOR , are global market leaders in their fields and their solutions are used on land and at sea - wherever cargo is on the move .",1
The company 's net sales in 2009 totalled MEUR 307.8 with an operating margin of 13.5 per cent .,1
The sellers were the founders of the company .,1
"The Network Test Business is part of Elektrobit 's Test and Automation Business Segment and employs 39 people in Finland and 22 people abroad , mainly in the US and Asia .",1
$VMW  Got a nice push today following small sweepers of May C this morning,2
"The broker started UPM-Kymmene , Stora Enso and Sappi with ` equal-weight ' recommendations and Holmen and Norske Skog with ` underweight ' ratings .",1
"In the autumn , it plans to expand service to St. Petersburg and Moscow and launch service to Yekaterinburg , Russia , flying there three times a week .",2
Starbucks' Digital Strategy To Drive Significant Growth With Customer Loyalty $SBUX https://t.co/Xk6lZ3UI3K,2
Stichting Pensioenfonds ABP : 4 118 122 shares representing 5.19 % of the share capital and voting rights .,1
"Tim Cockroft brings with him an excellent track record having more than 18 years experience ; moreover , Tim has successfully developed the Capital Markets operations at Kaupthing Singer & Friedlander involving corporate finance and broking with a focus on mid-market companies .",2
The operating margin came down to 2.4 % from 5.7 % .,0
"The transaction doubles Tecnomens workforse , and adds a fourth to their net sales .",2
"The company 's order book stood at 1.5 bln euro $ 2.2 bln on September 30 , 2007 , up by 24.2 pct on the year , with international orders amounting to 365 mln euro $ 534.3 mln .",2
"The subsidiary will be responsible for filter sales , local assembly of filters and after market services in China .",1
Price talk is in the Euribor plus 2 bps area and the sole lead is Citigroup .,1
"As a result of these transactions , the aggregate holdings of Burrill Life Sciences Capital Fund , L.P. has decreased below 5 per cent of the total number of shares and votes of the Company .",0
"For Q2 2010 , consolidated earnings before tax totaled EUR4 .5 m , compared to EUR3 .9 m , and net profit was EUR3 .2 m , compared to EUR2 .9 m in the previous year .",2
"At 10.33 am , Huhtamaki was the market 's biggest faller , 8.69 pct lower at 11.35 eur , while the OMX Helsinki 25 was 0.32 pct higher at 3,332.41 , and the OMX Helsinki was up 0.47 pct at 11,687.32 .",0
"Revenue for the quarter totaled 27.4 billion , down 2 percent from 28.1 billion in the fourth quarter in 2008 .",1
Underground parking facilities will also be built on the basement floor .,1
The layoff talks were first announced in August .,1
Castecka said the town hall would hold talks with other investors interested in the zone .,1
This will bring cost savings of about EUR 3mn a year .,2
"Net profit in the three months through March 31 fell to (  x20ac ) 103 million ( US$ 165 million ) from (  x20ac ) 131 million a year earlier , the Finnish company said .",0
"However , the total orders received will still be above last year s levels .",2
Cash Flow from Operations for the most recent quarter also reached a eight year low .,0
WPP boosts sales despite cautious clients,2
"` Nordea 's definitely too big for Sampo to acquire , ' said an analyst ` But Sampo would appear to have an agenda for Nordea ahead of the privatisation .",1
The company 's board of directors will propose a dividend of EUR 0.14 for 2008 at the annual general meeting .,1
"The order includes a new Crecent former , headbox , and reel .",1
"Von Koskull will oversee a new unit of Nordea , which brings together corporate merchant banking , financial institutions and capital markets products divisions .",1
$TSLA gyrating @ S1 above gap. keeping an eye on S2 http://stks.co/jQfB,2
Consolidated operating profit from continuing operations decreased by 62.3 % to EUR 51.2 mn from EUR 135.7 mn in 2007 .,1
"All the ferries had run into trouble just outside the Stockholm archipelago , made up of more than 20,000 islands .",1
"It operates under three distinct brands : United Supermarkets , Market Street and United Supermercado .",1
"`` While concerns remain longer term , size and scale may enable Nokia to hold on to its newfound margin improvements in the near term , '' the analyst wrote .",2
The aforementioned shareholders have informed that they will propose to the Annual General Meeting that the number of members of the Board of Directors shall be five and that besides the present members of the Board of Directors also Mr Lassi Noponen shall be elected to the Board of Directors .,1
The parties have agreed not to disclose the transaction value .,1
The solution will now be expanded to include all ground staff tasks .,1
"Marathon now has a 4.6 percent stake in PLX , it said , according to Bloomberg .",1
25 March 2011 - Finnish electronics contract manufacturer Scanfil Oyj HEL : SCF1V said today its plan to merge wholly owned Scanfil EMS Group with Ojala-Yhtyma Oy has hit a snag as shareholders of the domestic rival rejected the deal .,1
$RDC Rowan Expands Share Repurchase Program to $150 million,2
Swiss franc surged to record 1.42 euros after it reported sharpest gain in manufacturing in March .,2
"Finnish IT solutions provider Affecto Oyj HEL : AFE1V said today its slipped to a net loss of EUR 115,000 USD 152,000 in the second quarter of 2010 from a profit of EUR 845,000 in the corresponding period a year earlier .",1
Operating profit in the fourth quarter fell to EUR33m from EUR39m a year earlier .,1
Finnish metal industry solutions supplier Outotec Oyj net profit rose to 50.4 mln euro ( $ 72.5 mln ) for the first nine months of 2007 from 20.1 mln euro ( $ 28.9 mln ) for the same period of 2006 .,2
@Renatta @Fr0van @kjepeneter @RPTL  Strong close 4 $PLNR  coming,2
( I&H ) in a move to enhance growth .,2
Finnish insurance company Fennia and Kesko Group are ending their loyal customer cooperation .,1
"In 2006 , TeliaSonera net sales were SEK 91 bn , EBITDA was SEK 32.266 bn , net income was SEK 19.28 bn .",1
"`` I 'm trying to deal with slavery from a different perspective to balance the story , '' says DeRamus , formerly a writer at the Detroit Free Press and the Detroit News .",1
"$RIG whos ever pushing this is crazy, get ready for suspended dividend (turning into growth stock) blow out earnings, and major buyback, lol",1
"Operating profit , excluding non-recurring items , totalled EUR 2.2 mn , down from EUR 2.7 mn in the corresponding period in 2008 .",0
"Nurminen Logistics provides high-quality logistics services , such as railway transports , terminal services , forwarding , special and heavy transports and medical transports .",1
$NFLX and $TSLA making all kinds of gains ð,2
The announcement comes two weeks before a key licensing agreement expires between between the two companies which are embroiled in a disagreement over royalty payments for Texas Instrument chips which use Qualcomm-patented technology .,0
Zurich Insurance Considering Offer for UK Rival RSA Insurance,2
"The contract value amounts to about EUR11m , the company added .",1
"Earnings per share ( EPS ) amounted to EUR0 .98 , up from the loss of EUR0 .02 .",2
@catskillfishing  Note the monthly chart of $GDX & how it recaptured support. $GLD possible double bottom set up. http://stks.co/aw6z,2
The center will be built in the Kapuli district of Mantsala beside the Hanko-Mantsala-Porvoo road near the new direct rail link between Lahti and Jarvenpaa .,1
Both companies will keep their commercial independence and continue to market their traditional products individually .,1
"Following the transaction , Lundbeck has worldwide rights for nalmefene , excluding North America , Mexico , Turkey and South-Korea .",2
"Paper company M-real calculated that if 100,000 biscuit cartons are made using a 25gsm lighter board , the CO2 saved over the course of 12 months would be equal to that generated by driving 1,000 km by car .",1
"Currently it operates a fleet of eight carriers , as well as nine pushers and barges .",1
Okmetic expects its net sales for the first half of 2009 to be less than in 2008 .,1
FTSE edges up as investors cheer Kingfisher results,2
The company reiterates its outlook for 2009 .,1
Operating profit rose to EUR 13.1 mn from EUR 8.7 mn in the corresponding period in 2007 representing 7.7 % of net sales .,2
$AAPL I am big OUT from this. seems its falling towards 530.. :(,0
"@harmongreg: $BBRY wkly, Inverse Head and Shoulders forming, triggers over 18.50, PO at least 30.80, watching http://stks.co/iPVJ",2
"Country : , Switzerland Sector : Pharmaceuticals Target : Synosia Therapeutics Holding AG Buyer : Biotie Therapies Corp Deal size in USD : 129.4 m Type : Corporate acquisition Financing : All-stock Status : Closed",1
"The report examines the medical equipment business structure and operations , history and products , and provides an analysis of its key medical equipment revenue lines .",1
AstraZeneca suffers setback after drug fails to treat eye cancer,0
Net sales revenue per passenger is expected to increase .,2
Carnival Corporation and China Merchants Group Sign Memo of Understanding ...,2
"The bank also expects additional costs , related to the Dash 8 - Q400 jets , which the group shelved in October 2007 .",1
"$SDS +1.46% 15.32, picking up some speed. May 16 calls now +35% .19: http://stks.co/3eiK, Next week $16 calls .11c: http://stks.co/3eiL",2
$HRL ready to pop! http://stks.co/s0Ny4,2
"The price of the 10,000 kroon par value bonds was 9663,51 kroons in the primary issue .",1
"Finnish Suominen Corporation that makes wipes , nonwovens , and flexible packaging , expects changes in the market situation to reduce sales of Suominen 's nonwovens and wet wipes from the previously estimated volumes .",0
"`` We are very pleased to be working with Fujitsu and NTT DoCoMo to advance the progress of LTE , '' said Juergen Walter , Head of Converged Core , Nokia Siemens Networks .",2
"Aldata Solution Oyj Stock Exchange Release 11 August 2006 , at 11.00 am ALDATA SHARES SUBSCRIBED FOR WITH 2003 STOCK OPTIONS A total of 95,000 new shares of Aldata Solution Oyj have been subscribed for with the company 's 2003A stock options .",1
"Exports of goods fell by 59 % , and imports by 16.7 % .",0
The proportion of Estonian and Lithuanian passengers on the Tallinn-Helsinki route also grew in July .,2
"At this growth rate , paying off the national debt will be extremely painful .",0
Arm profits and sales up as shift away from mobile gains pace,2
The share of the share capital of both above mentioned shareholders remains below 5 % .,1
"Alma Media Corporation Press Release 15 March 2010 TYRVAAN SANOMAT AND PAIKALLISSANOMAT BEING BOUGHT BY SUOMEN PAIKALLISSANOMAT Two local papers , Tyrvaan Sanomat and Paikallissanomat , appearing in Sastamala and its neighbouring municipalities , are to be bought by Suomen Paikallissanomat Oy .",1
"Svyturys-Utenos Alus , which is controlled by the Nordic group Baltic Beverages Holding ( BBH ) , posted a 4.7-per-cent growth in beer sales for January-May to 46.22 million litres .",2
The plant is expected to start production in the first half of 2007 .,1
Construction is expected to be completed in the summer of 2011 .,1
Shell and BG Shareholders to Vote on Deal at End of January,1
$BBRY hearing rumours of a major joint venture announcement.,2
: Lietuvos Respublikos sveikatos apsaugos ministerija has awarded contract to UAB `` AFFECTO LIETUVA '' for financial systems software package .,2
Both sources said Nokia would unveil its new phone code-named `` Tube '' on Oct. 2 at an analyst and media event in London .,1
3 January 2011 - Finnish flag carrier Finnair Oyj ( HEL : FIA1S ) said today it sealed a nine-year sale and leaseback agreement for its newest Airbus A330 aircraft for syndication into the Japanese operating lease market .,2
The Finnish group anticipates a sales gain of EUR42m after tax and expenses .,2
"At the end of the review period , Nordic Aluminium 's order book stood at EUR 8.77 mn compared to EUR 7.04 in 2005 .",2
"However , the growth margin slowed down due to the financial crisis .",1
"An additional amount , capped at EUR12m , is payable in cash upon the achievement of certain financial performance targets in 2007 .",1
Why not subscribe to the magazine ?,1
"One of the opportunities would be to bring all Baltic meat processing to Rakvere , like processing was concentrated at the Vantaa meat-packing unit in Finland , the paper wrote .",1
"$HSC Receives 7-Year, $50M Contract at New Saudi Arabian Steel Mill",2
"China Unicom , NYSE : CHU , HKSE : 0762 , and SHSE : 600050 , the second largest mobile carrier in the country .",1
Niam offer financial investors a high return via investments in funds that in turn invest in all types of properties .,1
Finnish waste management and cleaning group Lassila & Tikanoja Oyj ( L&T ) net profit went down to 32.2 mln euro ( $ 47.7 mln ) for 2007 from 35.3 mln euro ( $ 52.3 mln ) for 2006 .,1
Royal Mail gets mixed bag from Ofcom postal regulation report,1
"PGE Belchatow runs the 4.44 GW Belchatow coal-fired power plant , and Fortum has intentions to start a CCS demonstration project jointly with Teollisuuden Voima Oyj ( TVO ) - another Finnish utility - at the their jointly owned 565MW Meri-Pori coal-fired facility .",1
$spy bumping its head on declining daily 8ma as overhead resistance. Then the big brother 50ma just above that.,0
Builder Persimmon hails 6% rise in house sales,2
It is expected to be completed by the end of 2007 .,1
`` Ruukki is now included on DJSI World for the second year running and the European DJSI STOXX for the third year running .,1
The dismissed staff members will now take the matter to court unless it can be settled outside .,0
"As a result , the Russia 's import restrictions on Finnish dairy companies will be canceled on 6 August 2010 .",2
"Saudi Aramco, Shell plan to break up Motiva, divide up assets",0
"CapMan , an asset manager , has EUR 3bn worth of assets under management in the Nordic region .",1
"Of Bavelloni 's and NST 's joint ventures , Bavelloni Tools , completes semiproducts that are produced in Italy into high-quality tools that will be sold under the DiaPol brand .",1
$PCLN runs into the 50sma on the acquisition news,2
The number of bodily injury cases quadrupled in 2000-2006 .,1
looks like a big feb 18-22 $put spread on $cree.  Last quarter 0% YoY rev growth trading @ 24x earnings.  I may try a short.,0
"The business transfer will take effect from 1 January 2007 , and in connection with this 47 employees will transfer from Elisa to Daxtum as continuing employees .",1
LONDON MORNING BRIEFING: HSBC And Standard Chartered Shares Rise,2
Total two offers were received by Contracting Authority for participating in this contract ; however the contract was allotted to Affecto Finland Oy .,1
"Operating profit totalled EUR 5.8 mn , up from a loss of EUR 1.7 mn in the fourth quarter of 2009 .",2
"Our in-depth expertise extends to the fields of energy , industry , urban & mobility and water & environment .",1
The Extraordinary General Meeting is expected to take place no later than 18 February 2011 .,1
The Oxyview Pulse Oximeter is a common device to check patient blood-oxygen saturation level and pulse rate .,1
